tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aec32225e7c6947c_score,player_064638ed_x,player_064638ed_y,player_064638ed_move_target,player_064638ed_item,player_064638ed_score,player_064638ed_cut_speed,player_064638ed_speed,player_ac9a300e_x,player_ac9a300e_y,player_ac9a300e_move_target,player_ac9a300e_item,player_ac9a300e_score,player_ac9a300e_cut_speed,player_ac9a300e_speed
1318,0,1,,0,2,tomato,0.016666666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1319,0,1,,0,2,tomato,0.025,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1320,0,1,,0,2,tomato,0.03333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1321,0,1,,0,2,tomato,0.041666666666666664,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1322,0,1,,0,2,tomato,0.049999999999999996,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1323,0,1,,0,2,tomato,0.05833333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.64644660940678,24.35355339059322,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1324,0,1,,0,2,tomato,0.06666666666666667,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.29289321881356,24.70710678118644,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1325,0,1,,0,2,tomato,0.075,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.93933982822034,25.06066017177966,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1326,0,1,,0,2,tomato,0.08333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.58578643762712,25.41421356237288,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1327,0,1,,0,2,tomato,0.09166666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.2322330470339,25.7677669529661,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1328,0,1,,0,2,tomato,0.09999999999999999,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.87867965644068,26.12132034355932,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1329,0,1,,0,2,tomato,0.10833333333333332,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.52512626584746,26.47487373415254,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1330,0,1,,0,2,tomato,0.11666666666666665,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.17157287525424,26.828427124745758,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1331,0,1,,0,2,tomato,0.12499999999999999,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.81801948466102,27.181980515338978,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1332,0,1,,0,2,tomato,0.13333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.4644660940678,27.535533905932198,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1333,0,1,,0,2,tomato,0.14166666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.11091270347458,27.889087296525418,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1334,0,1,,0,2,tomato,0.15,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.75735931288136,28.242640687118637,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1335,0,1,,0,2,tomato,0.15833333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.40380592228814,28.596194077711857,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1336,0,1,,0,2,tomato,0.16666666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.05025253169492,28.949747468305077,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1337,0,1,,0,2,tomato,0.175,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.6966991411017,29.303300858898297,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1338,0,1,,0,2,tomato,0.18333333333333332,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.34314575050848,29.656854249491516,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1339,0,1,,0,2,tomato,0.19166666666666665,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.98959235991526,30.010407640084736,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1340,0,1,,0,2,tomato,0.19999999999999998,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.63603896932204,30.363961030677956,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1341,0,1,,0,2,tomato,0.20833333333333331,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.28248557872882,30.717514421271176,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1342,0,1,,0,2,tomato,0.21666666666666665,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.9289321881356,31.071067811864395,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1343,0,1,,0,2,tomato,0.22499999999999998,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.57537879754238,31.424621202457615,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1344,0,1,,0,2,tomato,0.2333333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.22182540694916,31.778174593050835,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1345,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.86827201635595,32.131727983644055,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1346,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.51471862576273,32.485281374237275,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1347,0,1,,0,2,tomato,0.2583333333333333,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.1611652351695,32.838834764830494,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1348,0,1,,0,2,tomato,0.26666666666666666,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.80761184457629,33.192388155423714,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1349,0,1,,0,2,tomato,0.275,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.45405845398307,33.545941546016934,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1350,0,1,,0,2,tomato,0.2833333333333334,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.10050506338985,33.899494936610154,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1351,0,1,,0,2,tomato,0.29166666666666674,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.74695167279663,34.25304832720337,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1352,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.3933982822034,34.60660171779659,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1353,0,1,,0,2,tomato,0.30833333333333346,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.03984489161019,34.96015510838981,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1354,0,1,,0,2,tomato,0.3166666666666668,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.68629150101697,35.31370849898303,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1355,0,1,,0,2,tomato,0.3250000000000002,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.33273811042375,35.66726188957625,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1356,0,1,,0,2,tomato,0.33333333333333354,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.97918471983053,36.02081528016947,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1357,0,1,,0,2,tomato,0.3416666666666669,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.62563132923731,36.37436867076269,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1358,0,1,,0,2,tomato,0.35000000000000026,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.27207793864409,36.72792206135591,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1359,0,1,,0,2,tomato,0.3583333333333336,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.91852454805087,37.08147545194913,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1360,0,1,,0,2,tomato,0.366666666666667,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.56497115745765,37.43502884254235,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1361,0,1,,0,2,tomato,0.37500000000000033,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.21141776686443,37.78858223313557,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1362,0,1,,0,2,tomato,0.3833333333333337,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.85786437627121,38.14213562372879,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1363,0,1,,0,2,tomato,0.39166666666666705,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.50431098567799,38.49568901432201,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1364,0,1,,0,2,tomato,0.4000000000000004,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.15075759508477,38.84924240491523,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1365,0,1,,0,2,tomato,0.40833333333333377,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.79720420449155,39.20279579550845,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1366,0,1,,0,2,tomato,0.41666666666666713,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.44365081389833,39.55634918610167,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1367,0,1,,0,2,tomato,0.4250000000000005,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.19778838398426,39.95528924982273,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1368,0,1,,0,2,tomato,0.43333333333333385,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.19162518913024,40.45525126340897,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1369,0,1,,0,2,tomato,0.4416666666666672,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.18546199427621,40.95521327699521,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1370,0,1,,0,2,tomato,0.45000000000000057,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.17929879942218,41.45517529058145,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1371,0,1,,0,2,tomato,0.4583333333333339,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.17313560456816,41.95513730416769,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1372,0,1,,0,2,tomato,0.4666666666666673,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.16697240971413,42.455099317753934,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1373,0,1,,0,2,tomato,0.47500000000000064,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.16080921486011,42.955061331340175,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1374,0,1,,0,2,tomato,0.483333333333334,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.15464602000641,43.45502334492642,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1375,0,1,,0,2,tomato,0.49166666666666736,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.1484828251531,43.95498535851266,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1376,0,1,,0,2,tomato,0.5000000000000007,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.14231963029978,44.4549473720989,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1377,0,1,,0,2,tomato,0.508333333333334,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.13615643544647,44.95490938568514,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1378,0,1,,0,2,tomato,0.5166666666666673,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.12999324059315,45.45487139927138,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1379,0,1,,0,2,tomato,0.5250000000000006,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.12383004573984,45.954833412857624,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1380,0,1,,0,2,tomato,0.5333333333333339,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.11766685088652,46.454795426443866,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1381,0,1,,0,2,tomato,0.5416666666666672,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.11150365603321,46.95475744003011,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1382,0,1,,0,2,tomato,0.5500000000000005,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.10534046117989,47.45471945361635,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1383,0,1,,0,2,tomato,0.5583333333333338,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.09917726632658,47.95468146720259,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1384,0,1,,0,2,tomato,0.5666666666666671,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.09301407147326,48.45464348078883,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1385,0,1,,0,2,tomato,0.5750000000000004,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.08685087661995,48.95460549437507,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1386,0,1,,0,2,tomato,0.5833333333333337,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.08068768176663,49.454567507961315,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1387,0,1,,0,2,tomato,0.591666666666667,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.07452448691332,49.954529521547556,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1388,0,1,,0,2,tomato,0.6000000000000003,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.06836129206,50.4544915351338,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1389,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.06219809720669,50.95445354872004,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1390,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.05603490235337,51.45441556230628,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1391,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.04987170750006,51.95437757589252,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1392,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.04370851264675,52.454339589478764,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1393,0,1,,0,2,tomato,0.6416666666666668,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.03754531779343,52.954301603065005,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
1394,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.03138212294012,53.45426361665125,,tomato,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
